winner,time,player_0_species,player_0_APM,player_0_attack,player_0_Ability,player_0_buildings,player_0_worker,player_0_nonworker,player_1_species,player_1_APM,player_1_attack,player_1_Ability,player_1_buildings,player_1_worker,player_1_nonworker
0,6.8,Z,172.0,11,53,8,16,7,T,101.0,13,59,13,13,1
0,2.62,T,57.0,0,1,1,0,0,Z,101.0,0,10,4,5,1
0,9.98,T,131.0,8,48,16,6,8,P,92.0,1,31,16,8,3
1,1.68,T,112.0,0,4,2,2,0,Z,18.0,0,3,0,1,2
0,9.98,Z,62.0,4,33,3,4,11,Z,72.0,3,47,9,10,13
0,8.53,Z,149.0,18,65,10,12,11,T,177.0,20,81,16,19,4
0,9.98,Z,77.0,4,71,14,19,15,P,72.0,10,62,16,19,7
1,7.47,T,76.0,2,44,14,10,7,Z,80.0,1,39,7,8,10
1,7.88,Z,86.0,1,35,8,11,7,T,57.0,0,44,13,8,3
0,9.47,T,63.0,13,71,12,13,7,T,185.0,9,62,17,10,8
1,3.42,P,92.0,0,15,5,5,2,P,88.0,0,15,6,7,0
0,8.32,T,108.0,0,57,14,9,11,P,100.0,6,41,13,9,8
0,6.38,Z,119.0,0,21,5,6,5,P,128.0,3,40,9,16,5
0,9.98,Z,77.0,0,40,7,14,9,T,63.0,3,23,10,1,0
1,8.47,T,86.0,35,86,13,12,14,Z,162.0,18,77,10,22,16
1,0.63,T,65.0,0,2,0,2,0,P,168.0,0,4,1,3,0
0,3.48,T,74.0,0,19,6,7,3,T,103.0,0,15,9,3,0
0,5.87,Z,159.0,7,46,6,12,10,P,162.0,4,49,11,15,3
0,5.52,T,82.0,8,38,9,12,2,Z,104.0,0,27,2,11,6
1,9.02,T,87.0,0,20,7,7,2,T,59.0,0,35,18,9,1
0,7.83,Z,100.0,1,41,6,14,6,P,158.0,9,62,16,22,3
0,2.88,Z,120.0,1,13,3,4,4,T,228.0,0,13,6,6,0
1,6.65,T,72.0,2,18,3,10,1,P,85.0,8,43,21,7,6
1,2.5,T,150.0,1,6,1,4,0,P,148.0,0,10,4,6,0
0,8.93,T,118.0,1,54,14,13,4,Z,71.0,2,44,8,14,11
1,5.08,T,98.0,9,38,10,10,2,T,128.0,6,30,7,7,3
1,2.22,T,89.0,0,6,2,3,0,T,114.0,0,7,4,3,0
1,9.98,T,114.0,0,60,12,12,10,T,165.0,14,99,13,11,14
1,6.18,T,137.0,17,70,10,10,11,T,117.0,10,56,11,15,4
0,8.05,P,72.0,8,38,8,11,4,P,102.0,16,63,13,13,5
1,4.8,T,164.0,25,59,6,5,10,Z,250.0,13,39,3,11,8
1,0.92,T,93.0,0,2,0,2,0,Z,52.0,0,4,1,2,0
0,8.87,P,195.0,7,45,11,11,5,P,94.0,2,51,15,14,3
1,9.58,Z,129.0,12,57,4,10,22,Z,120.0,10,68,9,11,15
0,10.12,T,75.0,2,38,15,11,3,Z,86.0,0,46,12,9,10
0,9.95,T,101.0,3,101,21,26,12,Z,98.0,6,57,9,10,11
0,9.98,Z,99.0,8,79,22,11,13,T,69.0,10,55,15,8,5
1,8.0,T,114.0,16,64,15,13,4,Z,130.0,9,59,8,11,14
0,3.05,Z,96.0,0,15,3,8,1,P,163.0,0,13,6,6,0
1,6.38,Z,93.0,12,37,4,4,14,P,111.0,8,39,11,12,3
0,9.98,P,117.0,20,74,21,12,7,Z,127.0,6,80,12,18,18
0,7.07,Z,123.0,9,51,9,12,10,T,106.0,19,71,12,12,2
0,3.6,Z,175.0,0,12,3,4,4,Z,66.0,1,12,3,4,2
0,9.98,P,148.0,5,62,20,13,9,T,160.0,6,80,23,14,8
0,3.98,P,180.0,11,22,4,4,3,T,173.0,12,29,3,8,3
1,9.97,P,59.0,0,32,13,6,4,Z,85.0,1,44,10,7,13
1,10.43,T,147.0,9,79,18,15,15,T,125.0,12,89,24,17,8
0,10.42,T,152.0,28,124,24,28,10,T,230.0,8,118,21,34,13
0,6.73,T,69.0,0,26,10,8,3,T,108.0,1,39,15,11,4
1,3.23,P,78.0,0,11,6,5,0,T,98.0,2,11,4,3,0
1,5.95,T,54.0,0,21,12,4,1,T,55.0,0,14,7,2,2
1,9.72,P,161.0,27,79,19,15,6,Z,123.0,25,73,9,9,13
1,3.95,Z,158.0,2,20,3,10,4,Z,65.0,4,20,2,3,10
1,9.93,T,155.0,21,70,14,10,11,T,137.0,10,78,11,15,16
0,4.2,Z,99.0,4,20,3,9,2,Z,101.0,6,22,2,6,6
0,6.47,Z,206.0,10,50,5,11,14,T,143.0,20,64,8,14,7
0,9.98,T,123.0,22,67,12,6,1,Z,130.0,7,77,11,21,25
0,4.52,T,88.0,5,26,5,8,3,T,163.0,0,20,5,9,1
0,5.8,T,131.0,6,46,12,12,6,Z,190.0,7,36,5,12,6
0,3.78,P,100.0,4,29,9,10,1,T,245.0,5,25,4,8,1
1,6.4,Z,159.0,0,31,3,14,9,Z,117.0,0,28,7,10,4
0,9.98,P,119.0,3,60,18,16,3,Z,102.0,6,73,16,13,14
1,10.73,T,109.0,17,77,14,13,12,P,95.0,30,102,23,25,11
0,9.97,T,126.0,19,102,20,24,11,T,156.0,25,110,17,17,12
1,10.93,T,58.0,0,60,20,13,13,P,133.0,2,46,18,11,9
1,8.0,T,101.0,21,66,12,12,5,Z,141.0,4,43,3,7,15
1,6.72,P,108.0,4,42,9,16,4,T,112.0,6,53,16,6,7
1,4.9,Z,89.0,2,22,5,8,4,T,295.0,1,20,7,5,4
1,9.97,T,68.0,0,57,19,12,5,P,65.0,2,37,17,12,1
0,2.23,P,109.0,5,13,2,6,0,P,152.0,0,9,5,4,0
1,9.97,Z,104.0,4,54,13,13,11,T,103.0,9,77,18,17,12
0,8.28,Z,97.0,12,39,3,8,13,Z,122.0,12,39,6,6,7
1,5.07,Z,85.0,4,21,5,6,5,Z,104.0,4,25,2,4,13
1,4.22,T,205.0,6,32,7,9,0,Z,107.0,1,23,3,11,5
0,4.62,T,87.0,9,27,5,7,1,T,75.0,1,23,6,8,4
1,3.53,Z,97.0,4,16,1,3,5,Z,99.0,1,15,3,5,5
0,9.98,P,92.0,0,37,10,13,10,T,59.0,0,56,14,10,10
0,6.7,T,157.0,30,87,12,19,5,Z,204.0,11,56,3,14,12
1,6.87,P,85.0,1,22,8,7,4,P,38.0,2,22,8,3,6
0,2.58,Z,51.0,0,7,1,5,1,T,122.0,0,8,5,3,0
1,7.82,T,156.0,13,81,14,20,10,T,143.0,11,60,9,13,7
0,6.13,T,164.0,19,54,10,13,4,Z,124.0,0,24,5,5,10
0,8.77,T,111.0,0,50,12,11,2,Z,135.0,4,55,13,17,10
0,9.93,T,144.0,6,66,13,17,6,T,95.0,11,63,14,10,9
0,0.3,Z,157.0,0,2,0,2,0,Z,20.0,0,0,0,0,0
0,9.32,T,126.0,20,63,11,9,7,P,88.0,3,42,10,8,7
0,6.38,P,107.0,4,31,15,12,0,Z,76.0,8,25,5,6,4
1,9.98,P,100.0,20,58,10,11,7,P,69.0,7,60,28,11,2
1,2.15,P,153.0,1,12,4,5,1,Z,130.0,0,7,2,1,4
0,10.08,Z,238.0,8,89,12,30,23,P,86.0,9,89,25,21,6
0,9.98,T,119.0,14,95,18,20,15,Z,128.0,11,72,11,16,16
1,8.87,T,89.0,0,44,12,11,9,P,81.0,1,52,20,12,4
0,9.98,P,66.0,10,57,17,11,6,T,95.0,5,58,13,15,10
1,9.97,Z,154.0,17,72,14,9,14,T,107.0,3,83,23,22,3
1,6.02,T,97.0,16,51,10,14,2,Z,107.0,0,36,8,15,9
0,9.77,T,183.0,21,123,22,24,19,Z,107.0,11,80,14,19,14
1,9.0,T,123.0,5,57,18,11,6,P,106.0,8,62,14,20,7
1,8.18,P,123.0,10,55,7,18,8,T,145.0,16,70,15,16,9
1,7.52,T,125.0,5,57,15,16,10,Z,137.0,4,53,10,13,14
1,5.05,P,78.0,5,31,8,9,5,Z,85.0,1,20,4,8,5
1,8.7,Z,94.0,10,70,13,16,13,T,169.0,36,117,18,18,8
0,7.82,P,106.0,4,53,11,16,8,Z,181.0,2,43,5,15,9
0,9.98,Z,212.0,13,61,6,16,13,T,119.0,8,69,12,15,9
0,5.45,T,81.0,4,37,9,8,6,T,140.0,0,29,8,12,4
1,2.72,P,73.0,0,12,5,5,0,Z,61.0,0,3,2,0,1
1,9.6,Z,73.0,7,58,14,10,11,P,107.0,4,36,14,10,3
1,9.15,Z,110.0,15,59,7,18,12,T,141.0,34,117,16,22,5
0,3.03,P,77.0,1,13,4,7,0,T,85.0,0,11,5,4,0
1,4.0,T,181.0,10,30,7,8,1,Z,86.0,4,26,4,7,5
0,9.98,Z,135.0,13,54,10,11,14,P,67.0,2,46,19,13,4
0,10.28,T,156.0,25,118,22,24,9,T,154.0,13,81,12,26,12
1,9.98,Z,137.0,12,95,13,20,15,Z,133.0,7,74,12,18,17
1,9.97,P,69.0,3,49,16,10,4,P,80.0,1,51,14,21,3
0,7.72,P,84.0,0,28,10,8,6,T,76.0,0,32,13,8,4
0,4.3,P,171.0,3,24,6,9,2,T,85.0,3,20,8,5,2
1,9.35,Z,42.0,0,53,11,12,11,T,110.0,12,61,13,10,8
1,9.98,Z,55.0,1,50,8,8,13,T,72.0,6,48,14,10,6
0,7.77,T,120.0,1,51,13,15,6,Z,115.0,0,35,5,9,8
1,9.77,Z,36.0,4,25,5,6,7,P,59.0,1,39,21,8,3
0,5.8,P,105.0,1,33,16,12,1,Z,74.0,4,34,6,6,6
1,1.83,T,72.0,0,5,1,4,0,T,45.0,0,2,2,0,0
1,8.65,T,125.0,20,61,11,9,12,P,104.0,11,60,17,19,2
1,8.22,T,113.0,0,41,12,6,7,P,99.0,2,26,10,6,5
1,9.98,Z,92.0,12,69,13,13,17,Z,117.0,5,72,12,20,21
0,9.08,T,159.0,15,83,20,14,11,P,107.0,8,48,20,7,3
1,9.97,T,109.0,0,48,20,11,3,T,108.0,4,99,28,14,8
1,9.98,P,109.0,15,61,15,16,5,Z,137.0,11,65,6,12,18
1,5.03,P,67.0,0,16,7,6,3,P,38.0,0,18,10,4,2
0,9.57,Z,102.0,15,58,7,17,12,T,175.0,15,59,9,13,3
0,9.97,Z,84.0,11,72,17,12,11,T,94.0,22,85,14,15,0
1,2.22,T,154.0,2,11,5,4,0,P,91.0,1,10,3,6,0
1,9.98,Z,115.0,6,65,14,13,9,T,96.0,8,67,19,19,7
0,9.88,T,150.0,12,72,12,14,6,Z,156.0,8,70,14,15,14
0,9.93,P,74.0,8,53,13,10,5,T,118.0,5,71,22,11,12
1,5.47,Z,99.0,15,43,4,9,10,P,219.0,4,35,7,12,3
1,7.5,Z,161.0,5,50,7,14,14,P,131.0,7,55,13,18,5
1,9.98,Z,132.0,9,75,12,18,14,Z,137.0,20,68,9,17,13
0,9.97,P,99.0,2,46,30,10,1,P,95.0,28,69,6,9,3
1,5.4,Z,48.0,9,23,3,3,6,P,97.0,7,30,7,9,3
0,8.9,Z,114.0,18,60,4,14,12,Z,113.0,11,47,4,5,22
0,9.98,T,148.0,10,72,12,11,15,P,66.0,0,38,19,10,3
0,9.98,T,102.0,9,92,10,6,14,Z,109.0,2,53,9,12,10
1,8.92,P,76.0,5,51,15,13,9,Z,187.0,2,54,9,13,12
1,9.98,Z,87.0,1,52,11,12,12,T,131.0,3,47,16,13,4
1,9.28,T,151.0,22,89,10,20,8,Z,144.0,21,84,10,21,15
0,1.0,P,53.0,0,3,1,2,0,P,31.0,0,1,0,1,0
1,10.87,T,111.0,29,98,18,13,13,T,110.0,14,81,17,11,11
0,3.65,Z,67.0,0,13,1,9,1,Z,71.0,0,9,2,2,5
0,8.17,Z,108.0,4,41,4,13,8,T,78.0,3,44,12,12,1
1,6.25,P,173.0,15,68,12,26,3,Z,255.0,10,54,5,24,11
1,9.97,T,116.0,14,85,12,24,20,T,133.0,31,98,9,17,13
0,8.73,P,132.0,12,64,12,11,7,T,107.0,15,57,12,7,17
1,9.98,P,95.0,0,39,8,14,6,P,64.0,0,33,13,12,5
0,6.95,T,135.0,17,71,11,15,11,Z,279.0,9,50,7,12,11
1,7.07,Z,59.0,10,35,2,6,10,Z,120.0,3,59,8,13,18
1,9.98,T,94.0,9,65,10,15,5,T,79.0,16,43,9,5,6
0,7.55,P,82.0,21,55,12,10,5,T,143.0,9,57,9,15,6
1,5.4,T,116.0,0,26,9,6,3,P,69.0,2,26,10,11,1
1,9.75,P,114.0,9,69,17,26,2,P,44.0,0,29,16,10,2
0,9.98,Z,137.0,13,53,8,10,8,T,119.0,24,107,17,20,12
0,7.85,T,137.0,0,60,21,13,8,Z,133.0,0,37,7,11,11
1,9.98,Z,106.0,11,60,10,13,13,T,125.0,27,76,10,7,10
0,9.98,Z,74.0,3,45,6,11,14,P,51.0,0,32,22,6,4
1,2.43,Z,100.0,0,6,2,3,1,T,130.0,0,14,5,7,1
0,8.88,P,102.0,11,57,14,22,3,Z,95.0,1,64,12,22,12
0,8.98,T,143.0,12,67,13,11,10,T,132.0,19,79,14,14,6
1,4.12,T,91.0,0,18,6,8,1,P,80.0,0,16,9,7,0
1,6.7,T,121.0,14,56,10,15,1,Z,130.0,10,48,4,16,10
1,8.45,T,197.0,3,58,13,17,3,P,149.0,6,85,17,33,9
1,9.98,P,61.0,2,55,13,20,8,Z,109.0,1,58,9,15,14
0,9.98,T,129.0,23,88,14,19,2,Z,104.0,14,79,8,17,22
1,3.4,Z,108.0,0,10,2,4,2,P,86.0,0,11,5,5,1
0,9.98,Z,171.0,16,51,5,9,13,Z,146.0,19,64,3,4,30
0,4.4,P,106.0,2,19,5,6,1,P,113.0,1,19,10,5,2
0,6.48,P,82.0,12,53,12,15,4,P,73.0,4,20,8,5,0
1,7.17,T,96.0,4,52,13,15,3,P,51.0,5,29,12,8,2
1,6.97,P,143.0,11,45,9,11,4,T,121.0,5,48,11,13,6
1,7.02,T,114.0,4,48,16,13,6,Z,120.0,2,52,6,18,10
0,8.82,P,98.0,4,52,15,20,3,T,84.0,12,67,12,14,10
1,1.58,P,132.0,0,8,3,5,0,P,111.0,0,4,0,4,0
0,2.28,P,46.0,0,10,8,2,0,T,23.0,0,8,4,3,1
1,9.98,T,94.0,8,46,12,5,11,T,83.0,13,65,18,10,9
1,4.65,Z,86.0,1,19,4,6,6,Z,107.0,0,15,3,6,5
1,5.45,P,70.0,0,20,8,7,4,P,27.0,0,24,6,7,4
0,5.87,T,124.0,3,37,10,13,3,P,80.0,1,21,9,7,2
1,5.05,P,80.0,3,38,7,17,4,Z,62.0,2,13,2,4,5
1,6.25,T,149.0,3,46,10,14,7,T,167.0,2,44,7,16,2
1,5.25,P,67.0,2,18,8,5,3,T,125.0,15,50,10,11,4
1,9.98,Z,126.0,2,45,12,7,10,P,129.0,2,49,14,14,7
1,9.97,P,82.0,0,23,14,5,2,T,100.0,2,37,11,5,8
1,4.43,T,63.0,2,19,7,7,2,T,129.0,0,22,8,6,3
0,9.57,T,106.0,27,74,10,8,11,Z,95.0,8,37,4,10,10
1,9.98,Z,113.0,27,100,15,18,20,P,156.0,7,61,20,16,5
1,8.72,P,118.0,17,48,4,13,4,P,149.0,16,57,12,15,3
1,9.98,T,140.0,38,117,17,13,25,Z,119.0,22,88,13,12,17
0,9.98,P,81.0,7,51,19,12,4,P,62.0,12,46,10,7,14
0,9.98,P,112.0,4,49,18,12,5,T,112.0,0,60,14,12,15
0,9.98,T,110.0,6,67,16,19,7,T,88.0,1,79,23,15,14
0,3.6,Z,71.0,0,15,3,3,5,T,90.0,0,16,4,7,1
0,10.38,P,126.0,0,62,17,20,6,T,53.0,0,37,16,8,4
1,6.73,T,179.0,15,62,8,14,5,Z,133.0,11,52,6,15,6
1,9.97,T,171.0,12,96,21,25,16,P,110.0,7,56,17,16,3
1,7.93,Z,83.0,9,39,5,8,11,T,181.0,20,66,9,13,3
0,9.32,T,113.0,26,90,18,16,12,Z,116.0,9,72,12,14,18
1,7.58,P,75.0,4,38,10,10,8,T,87.0,4,44,11,6,10
1,0.83,P,125.0,0,4,1,3,0,Z,93.0,0,3,0,3,0
0,9.88,T,161.0,3,66,19,11,4,P,108.0,0,43,13,13,10
0,2.25,Z,34.0,0,7,2,3,1,Z,84.0,0,11,4,5,1
0,3.22,Z,141.0,1,14,1,2,8,Z,116.0,1,13,4,2,4
1,6.75,P,110.0,6,47,6,16,3,Z,121.0,15,57,7,17,9
0,7.58,Z,99.0,8,60,10,16,12,Z,95.0,2,48,7,18,10
0,9.98,Z,124.0,4,84,17,23,21,T,109.0,49,124,14,17,14
1,8.47,Z,82.0,0,30,6,10,7,T,102.0,15,46,14,7,2
0,4.3,P,94.0,4,27,6,10,3,T,163.0,3,30,5,8,5
0,9.98,T,140.0,43,91,8,13,10,T,244.0,30,96,14,23,11
1,6.42,T,95.0,5,43,11,10,7,T,151.0,18,58,11,11,10
0,6.82,Z,216.0,11,44,7,12,10,P,121.0,23,67,11,14,3
1,6.12,T,147.0,2,32,11,8,6,P,124.0,9,48,7,11,6
0,10.37,P,74.0,2,30,13,9,4,T,40.0,0,19,10,5,3
0,10.8,T,137.0,1,60,14,11,10,P,45.0,0,39,11,10,5
1,9.98,T,138.0,12,91,17,17,13,P,98.0,21,79,16,24,7
1,5.77,P,15.0,0,14,8,5,0,Z,80.0,0,18,3,4,6
1,4.95,P,106.0,0,12,8,4,0,P,119.0,3,24,10,8,2
0,9.98,Z,182.0,8,88,22,18,16,T,186.0,34,134,21,16,19
1,9.12,T,103.0,0,44,14,9,8,Z,81.0,0,48,10,9,10
0,3.83,T,168.0,19,43,8,7,1,Z,135.0,3,21,3,7,4
1,10.0,T,88.0,0,65,16,10,2,T,143.0,6,73,19,11,9
1,7.07,P,68.0,0,27,9,7,5,T,106.0,0,45,10,7,11
1,4.85,P,87.0,7,34,7,10,3,Z,64.0,0,17,5,6,2
0,9.05,Z,68.0,1,45,6,11,13,Z,79.0,2,40,12,7,12
0,6.82,T,171.0,12,74,15,19,6,P,194.0,23,78,14,20,6
1,4.48,Z,42.0,0,12,2,5,4,T,96.0,6,27,8,8,1
0,3.38,T,108.0,0,16,6,4,3,T,96.0,0,18,6,7,1
1,10.48,P,113.0,0,34,15,8,7,T,75.0,11,56,18,9,5
0,8.03,P,122.0,0,44,16,17,5,Z,87.0,2,37,7,9,12
0,7.02,Z,239.0,0,33,5,14,7,T,69.0,3,31,10,4,11
1,2.85,P,148.0,0,10,6,4,0,Z,65.0,1,13,4,6,2
0,7.23,T,122.0,4,49,13,12,4,T,109.0,0,45,15,14,6
1,9.98,P,145.0,23,84,19,19,5,T,146.0,22,99,21,17,15
0,4.63,T,139.0,9,31,6,9,2,T,183.0,4,29,8,8,5
1,10.98,T,114.0,13,122,20,23,19,P,129.0,17,91,19,16,12
0,2.32,Z,23.0,0,5,1,1,3,T,50.0,0,4,2,2,0
0,7.87,P,89.0,1,52,16,13,5,Z,128.0,0,43,9,18,7
0,9.98,Z,208.0,14,104,12,24,35,P,158.0,18,100,18,21,6
1,9.97,T,60.0,8,64,13,15,21,P,101.0,16,64,16,15,5
0,9.97,T,86.0,3,66,17,10,8,T,76.0,0,47,18,15,7
1,0.0,P,inf,0,0,0,0,0,P,inf,0,1,0,1,0
1,10.05,T,133.0,7,70,14,13,7,P,140.0,3,53,21,18,7
1,7.12,Z,100.0,3,31,5,8,7,Z,86.0,4,38,9,8,9
1,9.98,T,116.0,5,60,15,12,9,Z,48.0,5,60,12,12,12
1,3.9,T,165.0,19,38,5,5,4,Z,193.0,8,15,1,2,3
0,9.98,P,58.0,2,35,11,9,5,T,74.0,2,23,7,6,4
1,7.48,T,75.0,3,35,7,10,3,Z,76.0,3,40,7,14,8
0,9.98,T,64.0,0,49,14,12,13,P,161.0,1,37,10,9,7
1,10.57,P,107.0,2,35,16,3,5,Z,131.0,0,44,9,10,9
0,3.45,Z,138.0,2,19,5,7,4,P,141.0,0,19,3,12,0
0,7.57,Z,140.0,2,58,11,18,7,P,157.0,7,57,10,23,5
0,7.02,T,95.0,2,61,11,9,12,T,131.0,7,41,10,9,9
0,8.72,Z,124.0,14,70,10,23,14,P,152.0,9,67,16,27,4
0,9.98,Z,66.0,2,57,10,16,17,T,66.0,0,48,10,11,13
0,8.93,Z,121.0,12,48,3,9,11,Z,96.0,13,54,7,16,14
1,6.67,P,57.0,1,31,10,13,4,T,106.0,3,44,12,8,8
1,7.13,P,76.0,10,46,11,7,5,Z,120.0,3,31,8,5,7
0,3.68,T,76.0,0,15,7,2,5,T,91.0,0,8,2,4,2
0,9.42,Z,117.0,9,53,8,7,14,Z,113.0,10,53,6,13,16
0,9.98,Z,121.0,23,54,3,7,17,P,84.0,26,63,14,9,7
1,9.97,T,102.0,0,93,20,33,13,T,84.0,5,71,19,26,7
0,9.97,P,58.0,8,47,14,10,8,T,81.0,8,69,13,15,9
0,1.83,Z,60.0,0,6,1,2,3,T,185.0,0,11,3,6,0
0,9.98,Z,157.0,7,74,11,16,22,T,166.0,23,110,15,21,16
1,9.97,T,105.0,33,123,14,22,11,P,111.0,12,53,15,11,11
0,7.55,P,59.0,7,33,9,8,2,P,69.0,5,30,7,7,4
1,9.23,P,84.0,1,47,15,15,5,Z,106.0,5,62,6,17,10
0,9.98,P,77.0,3,53,14,18,5,P,81.0,5,35,6,3,9
0,5.65,T,118.0,5,31,10,8,2,Z,110.0,6,37,3,11,8
0,6.53,Z,121.0,3,38,1,18,12,Z,96.0,2,37,7,18,5
1,3.7,T,158.0,10,23,3,4,3,T,146.0,5,27,6,6,5
0,6.65,T,205.0,7,46,13,7,6,P,89.0,4,34,12,11,1
1,9.97,P,118.0,7,75,25,18,2,Z,207.0,10,123,15,30,34
1,6.03,Z,96.0,9,40,6,11,9,T,125.0,7,46,8,13,3
1,9.98,P,126.0,5,61,14,16,9,P,105.0,6,61,13,20,5
0,5.57,P,34.0,2,28,9,9,5,P,109.0,1,27,10,10,2
0,9.45,Z,77.0,2,44,9,11,9,P,119.0,1,38,14,10,4
1,10.57,T,195.0,35,132,14,14,12,Z,175.0,14,76,10,12,17
0,8.83,P,84.0,5,42,14,13,1,T,99.0,0,46,14,8,10
0,9.98,T,142.0,18,116,26,21,19,P,92.0,19,79,20,24,6
0,9.33,Z,137.0,5,45,4,10,12,Z,90.0,6,45,4,12,13
1,8.62,Z,94.0,5,39,6,11,7,T,135.0,32,107,20,23,4
0,4.97,T,51.0,0,22,6,5,2,T,48.0,0,18,8,6,1
1,3.23,T,76.0,0,10,5,5,0,T,54.0,0,13,5,6,1
0,4.52,T,31.0,0,19,7,9,2,P,100.0,0,18,10,6,1
0,5.93,P,43.0,0,15,10,4,0,P,32.0,0,19,7,6,2
0,5.7,Z,68.0,11,25,1,1,8,P,56.0,1,22,10,4,2
0,8.47,P,123.0,12,47,12,14,6,P,115.0,12,59,13,17,8
1,4.3,T,179.0,3,20,5,7,2,P,70.0,10,29,5,4,3
0,9.98,T,103.0,4,62,12,13,3,T,132.0,4,56,10,11,9
1,7.08,Z,115.0,9,38,2,7,13,Z,115.0,3,35,5,12,11
0,8.72,T,77.0,1,48,23,11,4,P,51.0,1,44,10,14,3
0,4.85,P,117.0,1,25,9,12,2,T,79.0,2,24,6,6,3
0,1.8,T,52.0,0,5,3,2,0,T,87.0,0,3,0,3,0
0,0.83,T,98.0,0,3,1,2,0,P,127.0,0,0,0,0,0
0,3.25,Z,123.0,0,14,3,3,4,Z,122.0,1,8,1,3,2
1,10.6,Z,135.0,17,74,9,15,14,Z,143.0,13,93,13,18,28
1,9.98,P,98.0,9,62,19,13,3,Z,86.0,9,55,7,13,14
1,10.38,Z,148.0,5,77,13,15,20,T,138.0,23,97,17,12,14
1,9.98,Z,152.0,4,64,12,19,13,T,88.0,9,81,19,19,4
1,3.33,P,121.0,0,10,5,4,1,P,59.0,2,20,6,9,2
1,9.22,Z,166.0,6,60,10,10,16,T,141.0,26,92,16,17,5
1,9.97,Z,74.0,2,59,13,15,13,P,67.0,8,63,18,20,8
1,5.85,Z,145.0,0,27,6,11,7,T,81.0,2,32,12,9,3
1,9.98,P,165.0,32,112,17,22,9,P,148.0,12,92,17,26,14
0,5.17,Z,118.0,3,20,1,5,9,Z,85.0,6,30,4,10,4
1,6.93,Z,125.0,3,32,3,7,8,P,144.0,3,36,10,10,4
1,6.83,T,108.0,6,40,12,6,5,P,163.0,4,32,9,11,2
0,9.98,Z,93.0,5,52,11,10,18,P,90.0,17,64,16,16,8
0,1.83,T,176.0,0,8,4,4,0,P,115.0,0,5,0,5,0
0,9.98,P,85.0,6,37,12,8,8,P,84.0,0,39,15,10,8
1,6.0,T,122.0,1,46,9,11,2,Z,205.0,14,42,4,11,8
1,7.17,Z,118.0,8,50,9,11,7,P,77.0,0,27,15,5,1
1,4.03,T,111.0,7,26,7,8,1,Z,66.0,1,20,3,7,7
1,9.97,Z,88.0,10,52,11,14,8,T,96.0,4,55,11,15,5
0,10.72,T,103.0,21,77,16,13,5,Z,69.0,17,56,5,9,15
1,7.55,P,82.0,2,34,19,5,3,T,79.0,5,50,16,10,6
1,9.93,Z,124.0,4,57,11,21,7,P,108.0,10,81,20,16,8
1,4.65,T,104.0,4,27,9,8,3,T,184.0,2,26,7,9,3
1,4.65,P,141.0,5,26,7,10,3,P,68.0,3,24,8,7,4
1,9.98,P,55.0,0,41,13,14,10,Z,98.0,0,26,3,5,12
0,6.23,T,101.0,1,33,9,10,6,T,220.0,4,43,12,10,8
1,7.12,Z,100.0,9,34,5,7,7,Z,97.0,7,38,5,13,6
1,9.45,T,74.0,12,50,13,6,5,T,72.0,0,33,6,4,11
0,9.98,T,121.0,27,101,15,19,13,T,183.0,56,122,16,14,13
0,9.97,P,122.0,1,48,16,15,10,Z,203.0,1,60,8,12,19
1,4.0,P,44.0,0,15,6,8,0,T,120.0,4,24,8,5,2
1,4.38,T,230.0,1,28,7,7,3,T,232.0,2,36,8,11,4
0,9.88,T,176.0,20,76,15,16,5,T,167.0,15,72,14,16,7
0,5.82,T,104.0,3,36,10,7,9,Z,83.0,3,26,3,4,12
0,5.08,Z,76.0,0,18,3,10,3,T,98.0,1,26,8,8,1
0,4.82,T,91.0,0,25,8,6,2,P,55.0,1,19,9,8,0
1,9.98,Z,148.0,5,74,6,19,24,Z,69.0,13,80,20,13,13
0,9.97,P,112.0,9,56,12,10,11,T,95.0,30,110,24,23,12
0,5.97,T,169.0,2,38,7,13,8,P,65.0,0,20,8,5,4
0,3.7,P,105.0,0,19,7,9,0,Z,238.0,0,18,3,10,3
1,9.92,T,117.0,2,62,14,12,14,Z,139.0,5,84,17,27,15
0,9.98,Z,149.0,16,61,3,6,23,T,159.0,29,103,14,15,16
0,9.98,Z,83.0,9,69,10,16,20,T,129.0,10,80,13,14,20
0,7.77,Z,127.0,15,57,8,12,7,Z,190.0,6,55,7,14,15
0,5.85,Z,197.0,4,34,7,10,8,T,63.0,0,18,7,5,2
0,9.97,Z,111.0,2,51,13,14,10,T,176.0,10,100,21,19,13
0,8.43,T,158.0,22,73,17,10,2,Z,97.0,6,50,5,14,11
1,4.85,P,75.0,3,26,6,13,2,T,108.0,3,29,9,8,6
1,2.08,T,93.0,1,8,3,4,0,T,85.0,3,12,4,5,0
0,8.15,T,94.0,2,65,13,13,12,Z,97.0,4,50,6,18,16
0,9.98,P,115.0,2,62,18,17,9,T,124.0,5,72,20,16,6
1,6.12,P,109.0,3,34,11,9,5,Z,88.0,3,39,6,18,6
0,10.9,T,107.0,0,36,10,8,4,P,77.0,11,43,16,4,10
0,3.08,Z,56.0,0,9,3,3,3,Z,44.0,0,8,1,4,3
1,9.37,P,89.0,8,49,13,11,5,T,107.0,20,67,12,12,7
0,3.17,T,93.0,1,13,5,5,0,T,143.0,0,8,5,0,0
0,6.07,Z,131.0,1,31,5,10,7,Z,99.0,4,32,5,9,7
